2020-03-12 11:11:54,644 [Worker-4: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2020-03-16 12:50:24,151 [Worker-3: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2020-03-16 15:11:45,277 [Worker-8: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is out-of-date. Trying to update.
2020-03-16 15:28:04,223 [Worker-1: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2020-03-16 15:43:28,158 [Worker-33: Updating Maven Dependencies] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using NULL lifecycle mapping for MavenProject: com.github.galigator.openllet:openllet-parent:2.6.6-SNAPSHOT @ C:\Users\Rita\git\structura\Project\openllet\pom.xml.
2020-03-16 15:46:51,191 [Worker-33: Building] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using NULL lifecycle mapping for MavenProject: com.github.galigator.openllet:openllet-parent:2.6.6-SNAPSHOT @ C:\Users\Rita\git\structura\Project\openllet\pom.xml.
2020-03-16 15:46:51,489 [Worker-33: Building] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/net/sourceforge/owlapi/owlapi-apibinding/5.1.4/owlapi-apibinding-5.1.4.pom
2020-03-16 15:46:51,589 [Worker-33: Building] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/net/sourceforge/owlapi/owlapi-apibinding/5.1.4/owlapi-apibinding-5.1.4.pom
2020-03-16 15:46:51,709 [Worker-33: Building] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/net/sourceforge/owlapi/owlapi-parent/5.1.4/owlapi-parent-5.1.4.pom
2020-03-16 15:46:51,808 [Worker-33: Building] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/net/sourceforge/owlapi/owlapi-parent/5.1.4/owlapi-parent-5.1.4.pom
2020-03-16 15:46:52,009 [Worker-33: Building] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/net/sourceforge/owlapi/owlapi-api/5.1.4/owlapi-api-5.1.4.pom
2020-03-16 15:46:52,114 [Worker-33: Building] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/net/sourceforge/owlapi/owlapi-api/5.1.4/owlapi-api-5.1.4.pom
2020-03-16 15:46:52,169 [Worker-33: Building] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/github/ben-manes/caffeine/caffeine/2.5.6/caffeine-2.5.6.pom
2020-03-16 15:46:52,176 [Worker-33: Building] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/github/ben-manes/caffeine/caffeine/2.5.6/caffeine-2.5.6.pom
2020-03-16 15:46:52,260 [Worker-33: Building] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/google/inject/guice/4.2.2/guice-4.2.2.pom
2020-03-16 15:46:52,272 [Worker-33: Building] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/google/inject/guice/4.2.2/guice-4.2.2.pom
2020-03-16 15:46:52,304 [Worker-33: Building] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/google/inject/guice-parent/4.2.2/guice-parent-4.2.2.pom
2020-03-16 15:46:52,313 [Worker-33: Building] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/google/inject/guice-parent/4.2.2/guice-parent-4.2.2.pom
2020-03-16 15:46:52,514 [Worker-33: Building] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/net/sourceforge/owlapi/owlapi-impl/5.1.4/owlapi-impl-5.1.4.pom
2020-03-16 15:46:52,609 [Worker-33: Building] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/net/sourceforge/owlapi/owlapi-impl/5.1.4/owlapi-impl-5.1.4.pom
2020-03-16 15:46:52,716 [Worker-33: Building] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/net/sourceforge/owlapi/owlapi-parsers/5.1.4/owlapi-parsers-5.1.4.pom
2020-03-16 15:46:52,811 [Worker-33: Building] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/net/sourceforge/owlapi/owlapi-parsers/5.1.4/owlapi-parsers-5.1.4.pom
2020-03-16 15:46:52,909 [Worker-33: Building] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/net/sourceforge/owlapi/owlapi-oboformat/5.1.4/owlapi-oboformat-5.1.4.pom
2020-03-16 15:46:53,010 [Worker-33: Building] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/net/sourceforge/owlapi/owlapi-oboformat/5.1.4/owlapi-oboformat-5.1.4.pom
2020-03-16 15:46:53,106 [Worker-33: Building] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/net/sourceforge/owlapi/owlapi-tools/5.1.4/owlapi-tools-5.1.4.pom
2020-03-16 15:46:53,201 [Worker-33: Building] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/net/sourceforge/owlapi/owlapi-tools/5.1.4/owlapi-tools-5.1.4.pom
2020-03-16 15:46:53,221 [Worker-33: Building] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/net/sourceforge/owlapi/owlapi-rio/5.1.4/owlapi-rio-5.1.4.pom
2020-03-16 15:46:53,341 [Worker-33: Building] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/net/sourceforge/owlapi/owlapi-rio/5.1.4/owlapi-rio-5.1.4.pom
2020-03-16 15:46:53,443 [Worker-33: Building] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/eclipse/rdf4j/rdf4j-model/2.2.2/rdf4j-model-2.2.2.pom
2020-03-16 15:46:53,452 [Worker-33: Building] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/eclipse/rdf4j/rdf4j-model/2.2.2/rdf4j-model-2.2.2.pom
2020-03-16 15:46:53,472 [Worker-33: Building] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/eclipse/rdf4j/rdf4j-core/2.2.2/rdf4j-core-2.2.2.pom
2020-03-16 15:46:53,480 [Worker-33: Building] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/eclipse/rdf4j/rdf4j-core/2.2.2/rdf4j-core-2.2.2.pom
2020-03-16 15:46:53,496 [Worker-33: Building] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/eclipse/rdf4j/rdf4j/2.2.2/rdf4j-2.2.2.pom
2020-03-16 15:46:53,512 [Worker-33: Building] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/eclipse/rdf4j/rdf4j/2.2.2/rdf4j-2.2.2.pom
2020-03-16 15:46:53,617 [Worker-33: Building] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/eclipse/rdf4j/rdf4j-util/2.2.2/rdf4j-util-2.2.2.pom
2020-03-16 15:46:53,716 [Worker-33: Building] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/eclipse/rdf4j/rdf4j-util/2.2.2/rdf4j-util-2.2.2.pom
2020-03-16 15:46:53,749 [Worker-33: Building] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/eclipse/rdf4j/rdf4j-rio-api/2.2.2/rdf4j-rio-api-2.2.2.pom
2020-03-16 15:46:53,843 [Worker-33: Building] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/eclipse/rdf4j/rdf4j-rio-api/2.2.2/rdf4j-rio-api-2.2.2.pom
2020-03-16 15:46:53,862 [Worker-33: Building] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/eclipse/rdf4j/rdf4j-rio/2.2.2/rdf4j-rio-2.2.2.pom
2020-03-16 15:46:53,870 [Worker-33: Building] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/eclipse/rdf4j/rdf4j-rio/2.2.2/rdf4j-rio-2.2.2.pom
2020-03-16 15:46:53,966 [Worker-33: Building] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/eclipse/rdf4j/rdf4j-rio-languages/2.2.2/rdf4j-rio-languages-2.2.2.pom
2020-03-16 15:46:54,055 [Worker-33: Building] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/eclipse/rdf4j/rdf4j-rio-languages/2.2.2/rdf4j-rio-languages-2.2.2.pom
2020-03-16 15:46:54,151 [Worker-33: Building] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/eclipse/rdf4j/rdf4j-rio-datatypes/2.2.2/rdf4j-rio-datatypes-2.2.2.pom
2020-03-16 15:46:54,240 [Worker-33: Building] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/eclipse/rdf4j/rdf4j-rio-datatypes/2.2.2/rdf4j-rio-datatypes-2.2.2.pom
2020-03-16 15:46:54,257 [Worker-33: Building] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/eclipse/rdf4j/rdf4j-rio-binary/2.2.2/rdf4j-rio-binary-2.2.2.pom
2020-03-16 15:46:54,264 [Worker-33: Building] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/eclipse/rdf4j/rdf4j-rio-binary/2.2.2/rdf4j-rio-binary-2.2.2.pom
2020-03-16 15:46:54,283 [Worker-33: Building] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/eclipse/rdf4j/rdf4j-rio-n3/2.2.2/rdf4j-rio-n3-2.2.2.pom
2020-03-16 15:46:54,378 [Worker-33: Building] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/eclipse/rdf4j/rdf4j-rio-n3/2.2.2/rdf4j-rio-n3-2.2.2.pom
